;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Nivel de temperatura (ºC): ;15.80;Nivel de humedad (%): ;69.10;Nivel de polvo: ;0.55;0;0;0;01/11/2022
Nivel de temperatura (ºC): ;15.60;Nivel de humedad (%): ;69.60;Nivel de polvo: ;0.59;0;15;1;01/11/2022
Nivel de temperatura (ºC): ;15.20;Nivel de humedad (%): ;69.00;Nivel de polvo: ;0.57;0;30;3;01/11/2022
Nivel de temperatura (ºC): ;15.00;Nivel de humedad (%): ;69.30;Nivel de polvo: ;0.57;0;45;4;01/11/2022
Nivel de temperatura (ºC): ;14.90;Nivel de humedad (%): ;69.70;Nivel de polvo: ;0.63;1;0;6;01/11/2022
Nivel de temperatura (ºC): ;14.90;Nivel de humedad (%): ;70.90;Nivel de polvo: ;0.60;1;15;8;01/11/2022
Nivel de temperatura (ºC): ;14.70;Nivel de humedad (%): ;70.60;Nivel de polvo: ;0.56;1;30;9;01/11/2022
Nivel de temperatura (ºC): ;14.60;Nivel de humedad (%): ;70.70;Nivel de polvo: ;0.55;1;45;11;01/11/2022
Nivel de temperatura (ºC): ;14.40;Nivel de humedad (%): ;70.70;Nivel de polvo: ;0.63;2;0;12;01/11/2022
Nivel de temperatura (ºC): ;14.20;Nivel de humedad (%): ;70.80;Nivel de polvo: ;0.57;2;15;14;01/11/2022
Nivel de temperatura (ºC): ;14.00;Nivel de humedad (%): ;71.40;Nivel de polvo: ;0.58;2;30;15;01/11/2022
Nivel de temperatura (ºC): ;13.90;Nivel de humedad (%): ;71.40;Nivel de polvo: ;0.54;2;45;17;01/11/2022
Nivel de temperatura (ºC): ;13.70;Nivel de humedad (%): ;71.40;Nivel de polvo: ;0.52;3;0;18;01/11/2022
Nivel de temperatura (ºC): ;13.80;Nivel de humedad (%): ;71.60;Nivel de polvo: ;0.56;3;15;20;01/11/2022
Nivel de temperatura (ºC): ;14.00;Nivel de humedad (%): ;67.90;Nivel de polvo: ;0.55;3;30;21;01/11/2022
Nivel de temperatura (ºC): ;13.90;Nivel de humedad (%): ;67.40;Nivel de polvo: ;0.58;3;45;23;01/11/2022
Nivel de temperatura (ºC): ;13.80;Nivel de humedad (%): ;68.30;Nivel de polvo: ;0.58;4;0;24;01/11/2022
Nivel de temperatura (ºC): ;13.50;Nivel de humedad (%): ;70.70;Nivel de polvo: ;0.57;4;15;26;01/11/2022
Nivel de temperatura (ºC): ;13.60;Nivel de humedad (%): ;70.90;Nivel de polvo: ;0.56;4;30;27;01/11/2022
Nivel de temperatura (ºC): ;13.70;Nivel de humedad (%): ;69.80;Nivel de polvo: ;0.56;4;45;29;01/11/2022
Nivel de temperatura (ºC): ;13.40;Nivel de humedad (%): ;70.30;Nivel de polvo: ;0.49;5;0;30;01/11/2022
Nivel de temperatura (ºC): ;13.30;Nivel de humedad (%): ;68.90;Nivel de polvo: ;0.51;5;15;32;01/11/2022
Nivel de temperatura (ºC): ;13.50;Nivel de humedad (%): ;69.20;Nivel de polvo: ;0.51;5;30;33;01/11/2022
Nivel de temperatura (ºC): ;13.40;Nivel de humedad (%): ;69.50;Nivel de polvo: ;0.53;5;45;35;01/11/2022
Nivel de temperatura (ºC): ;12.90;Nivel de humedad (%): ;73.70;Nivel de polvo: ;0.52;6;0;37;01/11/2022
Nivel de temperatura (ºC): ;13.20;Nivel de humedad (%): ;73.50;Nivel de polvo: ;0.55;6;15;38;01/11/2022
Nivel de temperatura (ºC): ;13.40;Nivel de humedad (%): ;72.80;Nivel de polvo: ;0.61;6;30;40;01/11/2022
Nivel de temperatura (ºC): ;13.70;Nivel de humedad (%): ;70.50;Nivel de polvo: ;0.55;6;45;41;01/11/2022
Nivel de temperatura (ºC): ;14.10;Nivel de humedad (%): ;67.30;Nivel de polvo: ;0.56;7;0;43;01/11/2022
Nivel de temperatura (ºC): ;14.20;Nivel de humedad (%): ;67.10;Nivel de polvo: ;0.57;7;15;44;01/11/2022
Nivel de temperatura (ºC): ;14.50;Nivel de humedad (%): ;66.70;Nivel de polvo: ;0.59;7;30;46;01/11/2022
Nivel de temperatura (ºC): ;14.90;Nivel de humedad (%): ;76.30;Nivel de polvo: ;0.55;7;45;47;01/11/2022
Nivel de temperatura (ºC): ;15.10;Nivel de humedad (%): ;76.80;Nivel de polvo: ;0.56;8;0;49;01/11/2022
Nivel de temperatura (ºC): ;15.00;Nivel de humedad (%): ;71.10;Nivel de polvo: ;0.55;8;15;50;01/11/2022
Nivel de temperatura (ºC): ;14.50;Nivel de humedad (%): ;67.90;Nivel de polvo: ;0.57;8;30;52;01/11/2022
Nivel de temperatura (ºC): ;14.40;Nivel de humedad (%): ;70.30;Nivel de polvo: ;0.54;8;45;53;01/11/2022
Nivel de temperatura (ºC): ;14.50;Nivel de humedad (%): ;72.50;Nivel de polvo: ;0.52;9;0;55;01/11/2022
Nivel de temperatura (ºC): ;14.30;Nivel de humedad (%): ;77.30;Nivel de polvo: ;0.63;0;0;0;01/11/2022
